date,volume_score,breadth_score,turnover_score,amihud_score,spread_score
2016-12-20,0.1369717971172774,0.017241379310344827,0.0035394574441750155,1.0,1.0
2016-12-21,0.6735406766965192,0.020689655172413793,0.014256559616549154,0.9999998117728487,0.9967346550852145
2016-12-22,0.1711031466142617,0.02413793103448276,0.00038520675396227355,1.0,1.0
2016-12-23,0.006116231826447789,0.013793103448275862,0.00022685760522923878,1.0,0.9943504420779073
2016-12-26,2.7404104600808363,0.017241379310344827,0.0002611103234831572,1.0,1.0
2016-12-27,0.4470585373922383,0.02413793103448276,0.32474444105007,1.0,1.0
2016-12-28,3.0,0.02413793103448276,0.11060108316555026,1.0,1.0
2016-12-29,0.17437552764113923,0.0034482758620689655,5.294663330523277e-05,1.0,1.0
2016-12-30,1.1867499031265656,0.010344827586206896,0.0014149829826483192,1.0,1.0
2017-01-03,0.10086768551775854,0.010344827586206896,0.0010885464413259583,1.0,1.0
2017-01-04,1.0113578236000724e-06,0.0034482758620689655,1.526176978376044e-07,1.0,1.0
2017-01-05,0.046718055830678465,0.0034482758620689655,0.00038774116794142654,1.0,1.0
2017-01-06,0.005485471762693886,0.010344827586206896,0.000455424548111224,0.9999999979628365,0.9942028985507246
2017-01-09,0.03926273117344042,0.006896551724137931,0.00040457727885545076,1.0,1.0
2017-01-10,0.06007187259571399,0.010344827586206896,0.002506236459334529,1.0,1.0
2017-01-11,0.00914085890801829,0.010344827586206896,0.000636966257197538,1.0,1.0
2017-01-12,0.1016752824597437,0.013793103448275862,0.0001583622209906446,1.0,1.0
2017-01-13,0.21337777730714935,0.013793103448275862,0.0002900957261789129,1.0,1.0
2017-01-16,0.04681372280608858,0.013793103448275862,0.41806426851205675,1.0,1.0
2017-01-17,0.000684459661846883,0.006896551724137931,0.07377941176470589,1.0,1.0
2017-01-18,0.00034879603076164785,0.0034482758620689655,7.144576306530902e-07,1.0,1.0
2017-01-19,0.1326618840367554,0.0034482758620689655,0.0002901163287821797,1.0,1.0
2017-01-20,1.6226356949842227,0.013793103448275862,0.0007577504933497894,1.0,1.0
2017-01-23,1.4692275070131704,0.027586206896551724,0.18873914373477596,1.0,1.0
2017-01-24,0.6434079845376816,0.006896551724137931,0.0052193771590487445,1.0,1.0
2017-01-25,3.0,0.020689655172413793,0.00014238283934633447,0.9999995061730834,0.8706652655403766
2017-01-26,0.00081554230009906,0.0034482758620689655,0.002,1.0,1.0
2017-01-27,0.014916823467232452,0.010344827586206896,0.00018064516129032257,1.0,1.0
2017-01-30,0.01510005735820275,0.006896551724137931,0.0001866164688949884,1.0,1.0
2017-01-31,0.038513490343659196,0.013793103448275862,0.0005245307995387215,1.0,1.0
2017-02-01,0.012267787311031222,0.0034482758620689655,0.0002973680225653835,1.0,1.0
2017-02-02,0.050417208111640764,0.010344827586206896,5.954710550307805e-05,1.0,1.0
2017-02-03,0.514779321719359,0.03103448275862069,0.00103763986032046,1.0,1.0
2017-02-06,0.17602791078155944,0.020689655172413793,0.003280043025205325,1.0,1.0
2017-02-07,0.037955376475036544,0.006896551724137931,0.0005273065752664996,1.0,1.0
2017-02-08,0.053975061021127986,0.010344827586206896,0.0009687965204052779,1.0,1.0
2017-02-09,0.03786164429859898,0.013793103448275862,0.0004916425026573011,1.0,1.0
2017-02-10,0.004075178904201481,0.006896551724137931,0.002397997032754662,0.9999993122047209,0.9940334128878281
2017-02-13,0.1180955664350399,0.006896551724137931,0.0008399866826713602,1.0,1.0
2017-02-14,0.661370252295326,0.02413793103448276,0.0004946189618505283,1.0,1.0
2017-02-15,0.04655689595005137,0.02413793103448276,0.02871555869349836,0.9999999016386122,0.9996488394142643
2017-02-17,0.15431187596371584,0.006896551724137931,0.0004451054814659612,1.0,1.0
2017-02-21,0.036285140220391025,0.010344827586206896,0.0008160405457039492,0.9999999923523547,0.9770520741394528
2017-02-22,0.015652630681297523,0.006896551724137931,0.00038055190262322293,1.0,1.0
2017-02-23,0.09235819546059179,0.006896551724137931,0.00014823750281292092,0.9999999999804954,0.9999400856774813
2017-02-24,3.0,0.017241379310344827,0.0008671089849743099,1.0,1.0
2017-02-27,0.030158351477954093,0.006896551724137931,0.00043318745741807263,1.0,1.0
2017-02-28,0.8179179698802764,0.010344827586206896,0.0017019759498500472,1.0,1.0
2017-03-01,2.639072694397903,0.006896551724137931,0.0012459878899379717,1.0,1.0
2017-03-02,0.016184559531792177,0.006896551724137931,0.000830174360970839,1.0,1.0
2017-03-03,0.15587728429768732,0.013793103448275862,0.00030468955406434103,1.0,0.9979222937876584
2017-03-06,2.845420548475859,0.020689655172413793,0.0009364737034667075,1.0,1.0
2017-03-07,0.0010330775476728726,0.006896551724137931,3.8597144318284235e-05,1.0,1.0
2017-03-09,0.0024273003033678385,0.0034482758620689655,0.0001907962771458118,1.0,1.0
2017-03-10,0.052579088239432976,0.020689655172413793,0.0003220324893543806,1.0,1.0
2017-03-13,0.002716259634006453,0.006896551724137931,0.0003611282706482729,1.0,1.0
2017-03-14,0.035174126933369056,0.010344827586206896,0.21623782671202477,1.0,1.0
2017-03-15,5.904679936988655e-06,0.0034482758620689655,2.225455137367808e-06,1.0,1.0
2017-03-16,2.923272324346685,0.010344827586206896,0.0015238682220214317,1.0,1.0
2017-03-17,1.9490946063136092,0.013793103448275862,1.9909662923691154,1.0,1.0
2017-03-22,0.03250316197107902,0.010344827586206896,0.0002436171926482754,1.0,1.0
2017-03-23,0.10057141830924203,0.006896551724137931,0.013098661156977833,1.0,1.0
2017-03-24,0.13754408814425753,0.02413793103448276,0.0016642573306982903,1.0,1.0
2017-03-27,0.2483311429609714,0.017241379310344827,0.0005161400525091318,0.9999999901816398,0.9978548690183022
2017-03-28,0.0006023121191685071,0.0034482758620689655,2.6431718061674008e-06,1.0,1.0
2017-03-29,0.13335182697870984,0.027586206896551724,0.058831723666869964,1.0,1.0
2017-03-30,0.039654193714091845,0.006896551724137931,2.2487324783775723e-05,1.0,1.0
2017-03-31,0.005360617728187252,0.006896551724137931,0.0011179962149951146,1.0,1.0
2017-04-03,0.09864953070953447,0.017241379310344827,0.0021026763522667313,0.9999999968497215,0.9996334852596047
2017-04-04,0.8181104893326118,0.02413793103448276,0.3265154153313054,1.0,1.0
2017-04-05,0.06910400685697207,0.020689655172413793,0.003400156796097606,1.0,1.0
2017-04-06,0.01614811646288204,0.017241379310344827,0.0001827733239445965,1.0,1.0
2017-04-07,0.004812793659188956,0.006896551724137931,1.3850437804968332e-05,1.0,1.0
2017-04-10,0.04635456537819131,0.02413793103448276,0.0002134424350074816,1.0,1.0
2017-04-11,2.8662405531557305,0.03103448275862069,0.1386540585504922,1.0,1.0
2017-04-12,3.0,0.020689655172413793,0.0025779709100378963,1.0,1.0
2017-04-13,0.10055161392481471,0.013793103448275862,0.12192634504877115,1.0,1.0
2017-04-14,0.07944677211272606,0.0034482758620689655,0.014916956085932959,1.0,1.0
2017-04-17,0.0003460358543359429,0.0034482758620689655,1.1909941108744058e-05,1.0,1.0
2017-04-18,0.012907592101929264,0.010344827586206896,0.0002806706400253546,1.0,1.0
2017-04-19,0.022761217272163143,0.013793103448275862,0.0025199715177908547,1.0,1.0
2017-04-20,0.09282345371711055,0.013793103448275862,0.007611650564345928,0.9999999975617457,0.9997126201325035
2017-04-21,0.029001580120502666,0.013793103448275862,0.00026370677556372126,1.0,1.0
2017-04-24,0.032845402651098754,0.010344827586206896,0.0003224925279247626,1.0,1.0
2017-04-25,0.013937377999943372,0.006896551724137931,1.067128870772781,1.0,0.9998021956285233
2017-04-26,0.01151308751505229,0.006896551724137931,1.791767097632491e-05,0.9999996314887009,0.9534883720930232
2017-04-27,0.0032439149381140796,0.0034482758620689655,0.00180040733197556,1.0,1.0
2017-04-28,0.026825741056295628,0.006896551724137931,0.0006420916834855548,1.0,1.0
2017-05-01,0.032097158626443696,0.006896551724137931,0.0008275502301857331,0.9999999883512011,0.9774572396941752
2017-05-02,0.0008162598965559927,0.006896551724137931,0.0033226409453393753,0.9999781784219507,0.9998316356595672
2017-05-03,0.03110217853684427,0.010344827586206896,0.23639552967533997,1.0,1.0
2017-05-04,0.34660516524267787,0.017241379310344827,0.00017506477027857574,1.0,1.0
2017-05-05,3.0,0.02413793103448276,1.86836518374925,1.0,1.0
2017-05-10,0.06492065900518618,0.020689655172413793,4.881228709148008e-05,1.0,1.0
2017-05-11,0.0796744333587935,0.017241379310344827,5.667960466618964e-05,1.0,1.0
2017-05-12,0.006674989912610255,0.0034482758620689655,0.0021639139918977874,1.0,1.0
2017-05-15,0.05266858628026897,0.006896551724137931,0.0006051884738373561,1.0,1.0
2017-05-16,2.810425942632523,0.02413793103448276,0.0020401860222191664,1.0,1.0
2017-05-17,0.1373594940088841,0.020689655172413793,0.00018414860313492162,1.0,1.0
2017-05-18,0.9056864972402427,0.013793103448275862,0.0010401188468329812,1.0,1.0
2017-05-19,0.068472022360716,0.020689655172413793,0.00014217336497036239,1.0,1.0
2017-05-22,0.04118464279191386,0.013793103448275862,0.0004997656538035971,1.0,1.0
2017-05-23,0.009405193138780904,0.0034482758620689655,0.0015420238845016373,1.0,1.0
2017-05-24,0.3054555091089712,0.010344827586206896,0.000594979474722458,1.0,1.0
2017-05-25,0.01175812147892965,0.010344827586206896,0.00017832776360892226,1.0,1.0
2017-05-29,0.06150049524281801,0.020689655172413793,0.0013295188649044686,1.0,1.0
2017-05-30,0.42243890277770696,0.006896551724137931,0.00035252895901924397,1.0,1.0
2017-05-31,0.07672333468037065,0.006896551724137931,0.0003926979178102914,1.0,1.0
2017-06-01,0.03636668748512087,0.006896551724137931,0.0014033304543120538,1.0,1.0
2017-06-02,0.519899463461278,0.013793103448275862,0.0005206738922972716,1.0,1.0
2017-06-06,1.5811681625226284,0.020689655172413793,0.0011344881423568298,1.0,1.0
2017-06-07,0.10086091947681639,0.006896551724137931,0.00017637263212156361,1.0,1.0
2017-06-08,0.2114212586609523,0.013793103448275862,6.689657795341475e-05,1.0,1.0
2017-06-09,0.23907671215707021,0.020689655172413793,3.3562855909346194e-05,1.0,1.0
2017-06-12,0.09801781375610175,0.017241379310344827,0.0007610976680658531,1.0,1.0
2017-06-13,0.013577126183244189,0.006896551724137931,0.00024018140753759545,1.0,1.0
2017-06-14,0.18728114955018096,0.02413793103448276,0.0004494067734862796,1.0,1.0
2017-06-15,0.07949489849422965,0.02413793103448276,0.000293691854084682,1.0,1.0
2017-06-16,0.010655252632305209,0.017241379310344827,0.0001450024497998775,1.0,1.0
2017-06-19,3.0,0.013793103448275862,0.00423538118758126,0.9999999999259641,0.9997028673302629
2017-06-20,0.029524158078077404,0.006896551724137931,0.005030488890471443,1.0,1.0
2017-06-21,0.7787761115193572,0.017241379310344827,0.0012798608809644829,1.0,1.0
2017-06-22,3.0,0.027586206896551724,0.0017686774664617266,1.0,1.0
2017-06-23,0.010623350662533455,0.020689655172413793,0.3868829561824361,0.9999999054641797,0.9302570756629631
2017-06-27,0.050708564032759806,0.010344827586206896,6.12990198374795e-05,1.0,1.0
2017-06-28,2.271575735904918,0.020689655172413793,0.1543682736125767,1.0,1.0
2017-06-29,0.0005871580681176848,0.006896551724137931,1.1230756777349026e-05,1.0,1.0
2017-06-30,0.1560030406182008,0.010344827586206896,0.0712235502048655,1.0,1.0
2017-07-03,0.017889413542528362,0.02413793103448276,0.0016086333506856632,1.0,1.0
2017-07-04,3.0,0.006896551724137931,0.010856002163936639,1.0,1.0
2017-07-05,0.017731834608086822,0.010344827586206896,0.000250446774728904,1.0,1.0
2017-07-06,0.41126285988189987,0.006896551724137931,0.0011798894888693692,1.0,1.0
2017-07-07,0.017378396799361026,0.017241379310344827,0.002440206243261048,1.0,1.0
2017-07-10,0.3239401476021059,0.013793103448275862,0.9801976903732514,1.0,1.0
2017-07-11,0.15264891994967617,0.013793103448275862,1.2259648989526024e-05,1.0,1.0
2017-07-12,0.01602558410052084,0.013793103448275862,0.00027996515991230597,1.0,1.0
2017-07-13,0.07388327823459465,0.013793103448275862,0.014344161137639456,1.0,1.0
2017-07-14,0.07804658115965513,0.010344827586206896,4.551653854684981e-05,1.0,1.0
2017-07-17,0.07408877740771783,0.006896551724137931,0.001284977511920592,1.0,1.0
2017-07-18,1.0181608262646833,0.027586206896551724,0.0007876852160478608,1.0,1.0
2017-07-19,0.19359158211338814,0.017241379310344827,0.0004872796061548953,1.0,1.0
2017-07-20,7.78513407556933e-05,0.006896551724137931,4.72249286924959e-05,1.0,1.0
2017-07-21,2.607801666005958,0.013793103448275862,0.031835470408654094,1.0,1.0
2017-07-24,0.11518596371695777,0.013793103448275862,0.000166832950983283,1.0,1.0
2017-07-25,0.3010035073410446,0.0034482758620689655,0.000314708004755403,1.0,1.0
2017-07-26,0.010744766171678091,0.0034482758620689655,0.0003666948856674098,1.0,1.0
2017-07-27,0.007161427022558313,0.006896551724137931,0.0002587278607761276,0.9999999938476067,0.9737460089267455
2017-07-28,0.05192742116488929,0.006896551724137931,0.00010021903585804274,1.0,1.0
2017-07-31,0.013849399897336797,0.0034482758620689655,0.0001949317738791423,1.0,1.0
2017-08-01,0.008253632664437096,0.006896551724137931,0.0002261635936732478,1.0,1.0
2017-08-02,0.004203554740571842,0.0034482758620689655,0.0002817891373801917,1.0,1.0
2017-08-03,0.013880684534021972,0.010344827586206896,0.07310701341225428,1.0,1.0
2017-08-04,0.0057475341731628255,0.0034482758620689655,6.174748567748093e-06,1.0,1.0
2017-08-08,0.010186808473836973,0.0034482758620689655,0.00034588899400986143,1.0,1.0
2017-08-09,3.0,0.0034482758620689655,6.937074829931973e-05,1.0,1.0
2017-08-10,0.012692522648545672,0.006896551724137931,0.04893165215960072,1.0,1.0
2017-08-11,3.0,0.010344827586206896,0.0014048121734695303,1.0,1.0
2017-08-14,0.08534836577162919,0.006896551724137931,0.5504005272849463,1.0,1.0
2017-08-15,3.0,0.017241379310344827,0.0012100998520732926,1.0,1.0
2017-08-16,1.6637610475266322,0.02413793103448276,0.00038854571728370337,1.0,1.0
2017-08-17,0.560641004373261,0.013793103448275862,0.002256431140038929,1.0,1.0
2017-08-18,0.022429543123922407,0.013793103448275862,0.0005814372920376126,1.0,1.0
2017-08-21,0.14003017359941544,0.010344827586206896,0.00021579755987567509,1.0,1.0
2017-08-22,3.0,0.013793103448275862,0.0656681583569112,1.0,1.0
2017-08-23,1.3938400909944826,0.034482758620689655,0.0406046197826784,1.0,1.0
2017-08-24,2.850319991818218,0.006896551724137931,0.0016490576329858172,1.0,1.0
2017-08-25,0.502843272164992,0.020689655172413793,6.807493515275391e-05,1.0,1.0
2017-08-28,3.0,0.013793103448275862,0.05671295949508135,1.0,1.0
2017-08-29,0.14243291765836086,0.017241379310344827,0.00010827400839684564,1.0,1.0
2017-08-30,3.0,0.0034482758620689655,0.000253613999492772,1.0,1.0
2017-08-31,0.01794120489428323,0.013793103448275862,0.00019028968226642013,1.0,1.0
2017-09-04,0.21061687740006294,0.013793103448275862,0.0014783572524666513,1.0,1.0
2017-09-05,0.02708198645477913,0.010344827586206896,0.00023148953216214755,1.0,1.0
2017-09-06,0.005336917412273492,0.013793103448275862,0.0006512573900274833,1.0,1.0
2017-09-07,0.029279665997785337,0.013793103448275862,0.0002385850436422408,1.0,1.0
2017-09-08,0.3652157234170493,0.010344827586206896,0.050846355802516154,1.0,1.0
2017-09-11,0.02348146286113307,0.013793103448275862,0.000278377863149641,1.0,1.0
2017-09-12,1.2008882637128138,0.03103448275862069,0.00035294692828940637,0.999999999999104,0.9999993624484022
2017-09-13,0.4025892964134631,0.010344827586206896,0.00012790320007541016,1.0,1.0
2017-09-14,0.918463555955827,0.02413793103448276,0.0781659140992301,1.0,1.0
2017-09-15,0.08228374325412968,0.020689655172413793,0.02455240084410425,1.0,1.0
2017-09-18,0.031908526008172046,0.010344827586206896,0.00022075386985878477,1.0,1.0
2017-09-19,0.0009020849089918247,0.006896551724137931,0.3023046490716882,1.0,1.0
2017-09-20,0.028939340267320847,0.013793103448275862,0.00039659251259104445,1.0,1.0
2017-09-21,0.10084248913220453,0.013793103448275862,3.6245559211911284e-05,1.0,1.0
2017-09-22,1.3938440352454804,0.020689655172413793,0.004724215762053931,1.0,1.0
2017-09-25,0.3149224322801233,0.020689655172413793,0.012451994464927408,1.0,1.0
2017-09-26,0.006207036915950282,0.013793103448275862,0.00018644942487295872,1.0,1.0
2017-09-27,0.002472826960977578,0.010344827586206896,0.01352461574559835,1.0,0.9999667093896165
2017-09-28,0.0023811014684771746,0.0034482758620689655,4.4189943105448254e-07,1.0,1.0
2017-09-29,0.0025459032727234445,0.010344827586206896,2.6092610917226793e-06,1.0,1.0
2017-10-02,0.018150987820812692,0.013793103448275862,0.004402978756906198,1.0,1.0
2017-10-03,0.08106968413464762,0.010344827586206896,0.05229658445901927,1.0,1.0
2017-10-04,0.019079622832774926,0.0034482758620689655,4.079328367722314e-06,1.0,1.0
2017-10-05,2.280916353590991,0.02413793103448276,0.09811201661456972,1.0,1.0
2017-10-06,0.020351679027932373,0.017241379310344827,0.00019218092776014385,1.0,1.0
2017-10-09,1.655879647126148,0.027586206896551724,0.027425351146261545,1.0,1.0
2017-10-10,0.25424916479528625,0.027586206896551724,0.00903976037348911,1.0,1.0
2017-10-11,0.06134243181582123,0.020689655172413793,0.03733197410649214,1.0,1.0
2017-10-12,3.0,0.020689655172413793,0.0010808030364913518,1.0,1.0
2017-10-13,0.018508684088516032,0.010344827586206896,0.04856770286575616,1.0,1.0
2017-10-16,0.012191497475060044,0.006896551724137931,2.3588308508972212e-05,1.0,1.0
2017-10-17,0.009393630650834883,0.010344827586206896,0.0006481307144633212,1.0,1.0
2017-10-18,0.0592589078411591,0.020689655172413793,0.7485151625433525,1.0,1.0
2017-10-19,0.03593496515383229,0.017241379310344827,0.030372988241396358,0.9999999998756335,0.9998333774882989
2017-10-20,0.018761026637048997,0.006896551724137931,1.7795960598849964e-05,1.0,1.0
2017-10-23,0.032565923147135224,0.017241379310344827,1.1115554568905605e-05,1.0,1.0
2017-10-24,0.23444935021091273,0.034482758620689655,0.0039278189647018475,1.0,1.0
2017-10-25,0.020380681530506317,0.006896551724137931,0.1274883396689888,1.0,1.0
2017-10-26,0.017338143963142642,0.010344827586206896,0.0012476745030557065,1.0,1.0
2017-10-27,0.014112515229271965,0.013793103448275862,0.34703456387071413,1.0,1.0
2017-10-31,0.003651806254775429,0.006896551724137931,6.296258031356845e-05,1.0,1.0
2017-11-01,0.057855441305332295,0.010344827586206896,1.65700139979461e-05,1.0,1.0
2017-11-02,0.0005342443495294325,0.0034482758620689655,1.917384687286541e-05,1.0,1.0
2017-11-03,0.030559143698777626,0.013793103448275862,0.0011089386503430696,1.0,1.0
2017-11-06,2.656368922315696,0.010344827586206896,0.0016809571459388284,0.9999999188876315,0.8517058433424214
2017-11-07,0.009083586024053628,0.010344827586206896,0.12908393411306468,0.9999999984766916,0.9933487707542987
2017-11-08,0.35285336405362994,0.013793103448275862,0.032873397419980965,0.9999999992173494,0.9990645126470694
2017-11-09,0.01446217950426747,0.0034482758620689655,0.17231699670602996,1.0,1.0
2017-11-10,0.007340994657513375,0.0034482758620689655,2.5768267698611428e-05,1.0,1.0
2017-11-13,0.5749077179292756,0.017241379310344827,0.46472381489121,1.0,1.0
2017-11-14,0.016459489767540667,0.010344827586206896,1.0258769670175578,1.0,1.0
2017-11-15,3.0,0.020689655172413793,1.179775890382518,0.9999999975552454,0.9999856395085838
2017-11-16,0.002110194754842456,0.006896551724137931,5.664694667618953e-05,1.0,1.0
2017-11-17,0.018938103880624987,0.03103448275862069,0.0011851869727206954,1.0,1.0
2017-11-20,0.00517852309816663,0.013793103448275862,0.07725006034981607,0.9999999999988864,0.9999990434904307
2017-11-21,0.020236010707908588,0.013793103448275862,0.007069055075566868,1.0,1.0
2017-11-22,3.0,0.006896551724137931,0.0009281496041539649,0.9999999999993758,0.999833319443287
2017-11-23,3.0,0.010344827586206896,0.0021638050141612906,1.0,1.0
2017-11-24,3.0,0.020689655172413793,0.4149902790712094,0.9999999668022308,0.9998864593959287
2017-11-27,3.0,0.010344827586206896,0.0003873878092873512,1.0,1.0
2017-11-28,1.18514589525897,0.017241379310344827,0.0005993764198624536,0.9999999574669205,0.9408838650391776
2017-11-29,0.34459682722742757,0.013793103448275862,0.0008389525311038418,1.0,1.0
2017-11-30,0.11232749333791196,0.010344827586206896,0.0296384026396596,1.0,1.0
2017-12-01,3.0,0.020689655172413793,0.0014091872994285608,1.0,1.0
2017-12-04,0.00047625290379067666,0.0034482758620689655,4.3785487810204283e-08,1.0,1.0
2017-12-05,0.27166132212064514,0.017241379310344827,0.002544087641287899,1.0,1.0
2017-12-06,0.41858587283269133,0.02413793103448276,0.20868419865094362,0.9999999999977291,0.9992867350029672
2017-12-07,3.0,0.010344827586206896,0.0007839746511600407,1.0,1.0
2017-12-11,0.40067639819122497,0.010344827586206896,0.0009039587268032202,1.0,1.0
2017-12-12,0.2384695442601662,0.02413793103448276,0.1402525503492696,1.0,1.0
2017-12-13,0.0011886875820109665,0.010344827586206896,0.0030372194286392034,1.0,1.0
2017-12-14,0.31505253713753073,0.010344827586206896,0.0004359260020579557,1.0,1.0
2017-12-15,0.050967179327707814,0.020689655172413793,0.03596486212492234,0.9999999999286138,0.9945315941494949
2017-12-18,0.085952827882587,0.017241379310344827,0.00046661551761466964,1.0,1.0
2017-12-19,0.03791309507127926,0.006896551724137931,3.522856815787033e-05,1.0,1.0
2017-12-20,0.0061830894327298885,0.020689655172413793,0.002117143029887156,1.0,1.0
2017-12-21,0.7263063187900051,0.010344827586206896,0.0008063889747665916,1.0,1.0
2017-12-22,0.5117304181078568,0.017241379310344827,0.1612411025918175,1.0,1.0
2017-12-25,0.6788243120630206,0.02413793103448276,7.430251619681052e-05,1.0,1.0
2017-12-26,1.4017659555936284,0.027586206896551724,0.0744172251422199,0.9999999999243578,0.9999879801951573
2017-12-27,3.0,0.017241379310344827,0.05510357523807209,0.9999999993459012,0.9990612091625987
2017-12-28,0.896704618951928,0.027586206896551724,0.013040221246781189,0.9999999999111466,0.9998416163578626
2017-12-29,7.328251305270055e-05,0.0034482758620689655,4.013495770453061e-06,1.0,1.0
2018-01-04,2.4987829360813512e-05,0.0034482758620689655,8.771979412749118e-08,1.0,1.0
2018-01-05,3.0,0.0034482758620689655,0.0041430775532154945,1.0,1.0
2018-01-11,4.1300012383803456e-05,0.0034482758620689655,0.0001658866354654186,1.0,1.0
2018-01-12,0.06317228991723306,0.0034482758620689655,0.09449457683006399,1.0,1.0
2018-01-15,0.008649188913586394,0.0034482758620689655,0.008651652739038722,1.0,1.0
2018-01-16,8.661490577905341e-05,0.0034482758620689655,5.67396172773104e-05,1.0,1.0
2018-01-17,0.0047491483790817425,0.010344827586206896,0.0013219578088511515,1.0,1.0
2018-01-18,0.0025709676173261723,0.006896551724137931,0.001331359450118996,1.0,1.0
2018-01-19,0.005650229314031857,0.013793103448275862,0.0013284698542469144,1.0,1.0
2018-01-23,0.019197837768504884,0.017241379310344827,0.003119792361877153,1.0,1.0
2018-01-24,0.0017242794487185677,0.010344827586206896,0.008271567865608974,1.0,1.0
2018-01-25,0.0021424622338603815,0.0034482758620689655,1.6326158682668834e-05,1.0,1.0
2018-01-26,0.060958123013695166,0.017241379310344827,0.08016566669762483,1.0,1.0
2018-01-29,0.18337507037175754,0.006896551724137931,0.11318100399818012,1.0,1.0
2018-01-30,0.0007801730575527062,0.006896551724137931,0.0004622762271211918,1.0,1.0
2018-01-31,0.0002755855244975577,0.013793103448275862,0.0006320267599786008,1.0,1.0
2018-02-01,0.008200267617828496,0.010344827586206896,0.005699342799157032,1.0,1.0
2018-02-02,3.0,0.0034482758620689655,0.004488402711437949,1.0,1.0
2018-02-05,0.055595927510845876,0.010344827586206896,0.013196393163904982,1.0,1.0
2018-02-06,0.0045357625799207196,0.02413793103448276,0.005434883171845488,1.0,1.0
2018-02-07,0.07206210813037786,0.013793103448275862,0.03820617271137075,1.0,1.0
2018-02-08,0.019243176187818043,0.010344827586206896,0.0017380668396616767,1.0,1.0
2018-02-09,0.057157470946885086,0.010344827586206896,0.0016803522042311556,1.0,1.0
2018-02-12,0.020092819237674114,0.010344827586206896,0.02720108535008993,1.0,1.0
2018-02-13,0.0006303703942123248,0.006896551724137931,0.0003054824264298125,1.0,1.0
2018-02-14,0.061204692910432755,0.02413793103448276,0.0017352584029209411,1.0,1.0
2018-02-15,0.14557674957043082,0.010344827586206896,0.047952846311641706,0.9999999996767404,0.9999699297860503
2018-02-16,0.0003311817152556079,0.0034482758620689655,9.541074324968991e-05,1.0,1.0
2018-02-19,0.014502283839598996,0.017241379310344827,0.0439369321539916,0.9999999978864267,0.9951793739406285
2018-02-20,0.00010958650884663157,0.010344827586206896,0.0009719256654770322,1.0,1.0
